Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
buffSmokeInhalationTreatedDesc,buffs,Buff,,,,,,,,,"Your lungs burning with each rasping inhale. Your head spins, and the world feels distant through the haze. If you don’t find fresh air and purge your lungs soon, your organs will start shutting down from lack of oxygen.The fire's aftereffects are often worse than the flames themselves.\n\n症状： 息切れ, 胸痛（スタミナ回復時に体力減少）, めまい.\n\n対症療法・治療： 屋外へ出よ。\n\n治療済み。",,,,,,,
buffPostConcussionSyndromeDesc,buffs,Buff,,,,,,,,,"You’re experiencing the aftershock of taking one too many blows to the head. Your head pounds, your vision blurs, and it’s hard to focus. Your brain needs time to heal.\n\n症状： めまい, 吐き気, 耳鳴り, 認知機能の衰え, 知能低下.\n\n対症療法・治療： ベッドでの休息、鎮痛剤.",,,,,,,
buffPostConcussionSyndromeTreatedDesc,buffs,Buff,,,,,,,,,"You’re experiencing the aftershock of taking one too many blows to the head. Your head pounds, your vision blurs, and it’s hard to focus. Your brain needs time to heal.\n\n症状（抑制中）： めまい, 吐き気, 耳鳴り, 認知機能の衰え, 知能低下.\n\n対症療法・治療： ベッドでの休息、鎮痛剤.",,,,,,,
buffSecondImpactSyndromeDesc,buffs,Buff,,,,,,,,,"Your brain suffered yet another trauma before it had time to recover from the previous one. Autoregulation of cerebral blood flow has failed. Swelling is rapid. Pressure builds inside your skull, squeezing tissue and shutting down vital functions.\n\n症状： めまい, 耳鳴り, 認知機能の衰え, 失神, 知能低下, 知覚低下, 極めて急速に死に向かう（抑制不可）.\n\n対症療法： ベッドでの休息.\n\n治療法： ベッドでの休息, any activities complicate the condition. OR undergo a craniectomy to relieve the pressure inside the skull(place yourself on bed and apply 救急キット with Physician perk level 3 or higher).",,,,,,,
buffSecondImpactSyndromeTreatedDesc,buffs,Buff,,,,,,,,,"Your brain suffered yet another trauma before it had time to recover from the previous one. Autoregulation of cerebral blood flow has failed. Swelling is rapid. Pressure builds inside your skull, squeezing tissue and shutting down vital functions.\n\n症状（一部抑制中）： めまい, 耳鳴り, 認知機能の衰え, 失神, 知能低下, 知覚低下, 極めて急速に死に向かう（抑制不可）.\n\n対症療法： ベッドでの休息.\n\n治療法： ベッドでの休息, any activities complicate the condition. OR undergo a craniectomy to relieve the pressure inside the skull(place yourself on bed and apply 救急キット with Physician perk level 3 or higher).",,,,,,,
buffTraumaticEncephalopathyChronicDesc,buffs,Buff,,,,,,,,,"You’ve taken too many hits to the head — and now, the damage is permanent. Medically, Chronic Traumatic Encephalopathy is a progressive neurodegenerative disease caused by repeated brain trauma. Each blow, each concussion, has left microscopic damage behind. Over time, neural pathways are getting more and more disrupted.\n\n症状： 認知機能の衰え.\n\n対症療法： ベッドでの休息.\n\n治療法： 既知の治療法は無い。",,,,,,,
buffTraumaticEncephalopathyChronicTreatedDesc,buffs,Buff,,,,,,,,,"You’ve taken too many hits to the head — and now, the damage is permanent. Medically, Chronic Traumatic Encephalopathy is a progressive neurodegenerative disease caused by repeated brain trauma. Each blow, each concussion, has left microscopic damage behind. Over time, neural pathways are getting more and more disrupted.\n\n症状（抑制中）： 認知機能の衰え.\n\n対症療法： ベッドでの休息.\n\n治療法： 既知の治療法は無い。",,,,,,,
buffJointPainLegDesc,buffs,Buff,,,,,,,,,"The aftermath of a recent leg injury. The area is swollen, tender, and every movement sends a jolt of 痛み through your leg. The joint feels unstable, compromised.\n\n症状： 痛み, 移動速度低下.\n\n対症療法・治療： ベッドでの休息、鎮痛剤, 足首ブレースの装着.",,,,,,,
buffJointPainLegTreatedDesc,buffs,Buff,,,,,,,,,"The aftermath of a recent leg injury. The area is swollen, tender, and every movement sends a jolt of 痛み through your leg. The joint feels unstable, compromised.\n\n症状（抑制中）： 痛み, 移動速度低下.\n\n対症療法・治療： ベッドでの休息、鎮痛剤, 足首ブレースの装着.",,,,,,,
buffMalunionLegDesc,buffs,Buff,,,,,,,,,"The bone healed — but not the way it should have. Set wrong or left untreated, the fracture fused in a crooked alignment.\n\n症状： 移動速度低下, 脚の柔軟性喪失.\n\n対症療法： ベッドでの休息.\n\n治療法： perform a surgical realignment of the malunion(place yourself on bed and apply 救急キット with Physician perk level 1 or higher). その後、再び骨折の治療が必要となる（ギプスを忘れずに用意せよ）。",,,,,,,
buffMalunionLegTreatedDesc,buffs,Buff,,,,,,,,,"The bone healed — but not the way it should have. Set wrong or left untreated, the fracture fused in a crooked alignment.\n\n症状（抑制中）： 移動速度低下, 脚の柔軟性喪失.\n\n対症療法： ベッドでの休息.\n\n治療法： perform a surgical realignment of the malunion(place yourself on bed and apply 救急キット with Physician perk level 1 or higher). その後、再び骨折の治療が必要となる（ギプスを忘れずに用意せよ）。",,,,,,,
buffNerveDamageLegDesc,buffs,Buff,,,,,,,,,"The leg feels weak, unresponsive — like it’s no longer fully yours. Pain sparks from deep inside, or worse, there’s just... nothing. Some nerves were affected by the recent injury, and now, every step is a gamble between sharp 痛み and total numbness.\n\n症状： 痛み, 脚の柔軟性喪失.\n\n対症療法： ベッドでの休息、鎮痛剤.\n\n治療法： undergo a nerve decompression surgery(place yourself on bed and apply 救急キット with Physician perk level 3 or higher).",,,,,,,
buffNerveDamageLegTreatedDesc,buffs,Buff,,,,,,,,,"The leg feels weak, unresponsive — like it’s no longer fully yours. Pain sparks from deep inside, or worse, there’s just... nothing. Some nerves were affected by the recent injury, and now, every step is a gamble between sharp 痛み and total numbness.\n\n症状（抑制中）： 痛み, 脚の柔軟性喪失.\n\n対症療法： ベッドでの休息、鎮痛剤.\n\n治療法： undergo a nerve decompression surgery(place yourself on bed and apply 救急キット with Physician perk level 3 or higher).",,,,,,,
buffFatEmbolismSyndromeDesc,buffs,Buff,,,,,,,,,"Something's gone wrong inside. You feel lightheaded, like you're drowning on dry land. Breathing grows harder, vision blurs. Deep inside your bloodstream, fat particles from a broken bone have escaped — now clogging vessels in your lungs, brain, and skin. You’re fighting for air.\n\n症状： 息切れ, 胸痛（スタミナ回復時に体力減少）, めまい.\n\n対症療法・治療： ベッドでの休息, 抗炎症薬（ステロイド） to reduce inflammatory reaction in lungs caused by fat droplets that enter the bloodstream.",,,,,,,
buffFatEmbolismSyndromeTreatedDesc,buffs,Buff,,,,,,,,,"Something's gone wrong inside. You feel lightheaded, like you're drowning on dry land. Breathing grows harder, vision blurs. Deep inside your bloodstream, fat particles from a broken bone have escaped — now clogging vessels in your lungs, brain, and skin. You’re fighting for air.\n\n症状（抑制中）： 息切れ, 胸痛（スタミナ回復時に体力減少）, めまい.\n\n対症療法・治療： ベッドでの休息, 抗炎症薬（ステロイド） to reduce inflammatory reaction in lungs caused by fat droplets that enter the bloodstream.",,,,,,,
buffLigamentTearsArmDesc,buffs,Buff,,,,,,,,,"Your arm’s unstable, every movement sending sharp 痛み through the joint. Lifting, bracing, even drawing a weapon feels like w休息ling with a fi休息orm. A torn ligament leaves the joint vulnerable — unsupported and dangerously loose.\n\n症状： 痛み, 精緻動作低下.\n\n対症療法： ベッドでの休息と鎮痛剤.\n\n治療法： 抗炎症薬（ステロイド）でゆっくり治す、または靭帯修復手術を受ける（ベッドに横になり医者パークLv3以上で救急キットを使用）.",,,,,,,
buffLigamentTearsArmTreatedDesc,buffs,Buff,,,,,,,,,"Your arm’s unstable, every movement sending sharp 痛み through the joint. Lifting, bracing, even drawing a weapon feels like w休息ling with a fi休息orm. A torn ligament leaves the joint vulnerable — unsupported and dangerously loose.\n\n症状（抑制中）： 痛み, 精緻動作低下.\n\n対症療法： ベッドでの休息と鎮痛剤.\n\n治療法： 抗炎症薬（ステロイド）でゆっくり治す、または靭帯修復手術を受ける（ベッドに横になり医者パークLv3以上で救急キットを使用）.",,,,,,,
buffJointPainArmDesc,buffs,Buff,,,,,,,,,"Your arm joint took a hit and you face the aftermath. It’s sore, stiff, and harder to move. Usual tasks cause discomfort and slow you down. It’s manageable, but noticeable.\n\n症状： 痛み, 腕力低下.\n\n対症療法・治療： ベッドでの休息、鎮痛剤.",,,,,,,
buffJointPainArmTreatedDesc,buffs,Buff,,,,,,,,,"Your arm joint took a hit and you face the aftermath. It’s sore, stiff, and harder to move. Usual tasks cause discomfort and slow you down. It’s manageable, but noticeable.\n\n症状（抑制中）： 痛み, 腕力低下.\n\n対症療法・治療： ベッドでの休息、鎮痛剤.",,,,,,,
buffPTOArmDesc,buffs,Buff,,,,,,,,,"Residual damage from one of the recent injuries has left the joint rough and inflamed. Post-traumatic osteoarthritis has set in — a gradual deterioration of cartilage after trauma, leaving bone to rub against bone.Every motion grinds with discomfort.\n\n症状： 蓄積する痛み.\n\n対症療法： 休息, 鎮痛剤.\n\n治療法： 抗炎症薬（ステロイド）の継続投与、または損傷関節に関節鏡手術を行う（ベッドに横になり医者Lv3以上で救急キットを使用）.",,,,,,,
buffPTOArmTreatedDesc,buffs,Buff,,,,,,,,,"Residual damage from one of the recent injuries has left the joint rough and inflamed. Post-traumatic osteoarthritis has set in — a gradual deterioration of cartilage after trauma, leaving bone to rub against bone.Every motion grinds with discomfort.\n\n症状（抑制中）： 蓄積する痛み.\n\n対症療法： 休息, 鎮痛剤.\n\n治療法： 抗炎症薬（ステロイド）の継続投与、または損傷関節に関節鏡手術を行う（ベッドに横になり医者Lv3以上で救急キットを使用）.",,,,,,,
buffPTOArmAfterArthroscopyDesc,buffs,Buff,,,,,,,,,"An arthroscopy was performed on your arm joint: damaged tissue was cleaned, rough cartilage surfaces are smoothened.\n\n症状： 腕力低下.\n\n対症療法： ベッドでの休息.",,,,,,,
buffPTOArmAfterArthroscopyTreatedDesc,buffs,Buff,,,,,,,,,"An arthroscopy was performed on your arm joint: damaged tissue was cleaned, rough cartilage surfaces are smoothened.\n\n症状（抑制中）： 腕力低下.\n\n対症療法： ベッドでの休息.",,,,,,,
buffMalunionArmDesc,buffs,Buff,,,,,,,,,"The bone healed — but not the way it should have. Set wrong or left untreated, the fracture fused in a crooked alignment.\n\n症状： 腕の柔軟性喪失.\n\n対症療法： ベッドでの休息.\n\n治療法： perform a surgical realignment of the malunion(place yourself on bed and apply 救急キット with Physician perk level 1 or higher). その後、再び骨折の治療が必要となる（ギプスを忘れずに用意せよ）。",,,,,,,
